,adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor,Latitude,Longitude,NearbyPOIs
4575,skeppargatan 29a,2240,1.0,9075000, 16 februari 2021,15,129643,ostermalm,70,2,,59.33454966448465,18.082809448242188,92.0
4576,linnégatan 94,1718,,3950000, 16 februari 2021,32,136207,ostermalm,29,2,,59.33349903093664,18.09654235839844,22.0
4577,nybrogatan 50,814,3.0,4750000, 16 februari 2021,20,128378,ostermalm,37,2,4.0,59.33910203442368,18.08074951171875,108.0
4578,skeppargatan 7,1859,,4700000, 15 februari 2021,7,114634,ostermalm,41,1,,59.332448364897616,18.08143615722656,88.0
4579,grev magnigatan 3a,1667,3.0,8300000, 15 februari 2021,19,153704,ostermalm,54,2,,59.33209813566427,18.08624267578125,36.0
4580,valhallavägen 146 c,3596,3.0,8600000, 12 februari 2021,-4,91489,ostermalm,94,3,4.0,59.340152494697335,18.091049194335938,45.0
4581,brahegatan 37,2138,2.0,4600000, 12 februari 2021,-4,124324,ostermalm,37,2,,59.34120292248412,18.078689575195312,64.0
4582,nybrogatan 76,4314,,13850000, 12 februari 2021,±0,115417,ostermalm,120,4,,59.34190318962736,18.08349609375,45.0
4583,karlavägen 54,628,2.0,3150000, 12 februari 2021,5,112500,ostermalm,28,1,,59.33910203442368,18.08143615722656,105.0
4584,styrmansgatan 16b,1948,3.0,4000000, 11 februari 2021,34,142857,ostermalm,28,1,,59.33349903093664,18.08624267578125,51.0
4585,valhallavägen 69,2379,2.0,4325000, 11 februari 2021,17,102976,ostermalm,42,2,4.0,59.346454574137645,18.06976318359375,32.0
4586,körsbärsvägen 6,2183,3.0,3450000, 10 februari 2021,15,90789,ostermalm,38,2,,59.34890506699451,18.065643310546875,30.0
4587,birger jarlsgatan 104 k,2938,,4600000, 10 februari 2021,19,102222,ostermalm,45,2,2.0,59.34750480701685,18.062896728515625,67.0
4588,brahegatan 7d,2146,2.0,4525000, 8 februari 2021,22,125694,ostermalm,36,2,,59.3377013701892,18.07525634765625,184.0
4589,brahegatan 7b,7794,,17700000, 8 februari 2021,-1,138281,ostermalm,128,4,,59.3377013701892,18.075942993164062,173.0
4590,nybergsgatan 6b,1637,,5400000, 8 februari 2021,9,120000,ostermalm,45,3,,59.33700101641311,18.08418273925781,74.0
4591,jungfrugatan 19,2368,2.0,8520000, 7 februari 2021,10,120000,ostermalm,71,3,,59.3377013701892,18.08212280273437,105.0
4592,gumshornsgatan 12,1546,2.0,3300000, 6 februari 2021,14,126923,ostermalm,26,1,,59.3359504586749,18.090362548828125,44.0
4593,valhallavägen 152c,3084,3.0,8150000, 5 februari 2021,5,103165,ostermalm,79,3,,59.33945219145792,18.09242248535156,46.0
4594,valhallavägen 40,4452,,12100000, 5 februari 2021,11,106140,ostermalm,114,4,5.0,59.34785487742492,18.06427001953125,45.0
4595,gyllenstiernsgatan 18,4488,3.0,8800000, 5 februari 2021,11,102326,ostermalm,86,3,5.0,59.3377013701892,18.101348876953125,14.0
4596,sibyllegatan 44,8723,,24500000, 5 februari 2021,17,132432,ostermalm,185,6,,59.34050264090254,18.08418273925781,58.0
4597,valhallavägen 172,1665,3.0,4650000, 4 februari 2021,11,96875,ostermalm,48,2,,59.3387518737797,18.09722900390625,18.0
4598,riddargatan 29a,1007,,3950000, 4 februari 2021,17,131667,ostermalm,30,1,,59.33279859052077,18.084869384765625,49.0
4599,valhallavägen 47,1377,2.0,2900000, 4 februari 2021,26,116000,ostermalm,25,1,,59.34785487742492,18.066329956054688,24.0
4600,riddargatan 38a,937,,3725000, 4 februari 2021,13,124167,ostermalm,30,1,1.0,59.33279859052077,18.082809448242188,61.0
4601,valhallavägen 53,1663,2.0,2920000, 4 februari 2021,17,104286,ostermalm,28,1,,59.34715473299961,18.0670166015625,34.0
4602,grevgatan 39,1555,3.0,4100000, 3 februari 2021,14,120588,ostermalm,34,1,,59.33560026554231,18.08555603027344,64.0
4603,kommendörsgatan 20b,3331,,13100000, 3 februari 2021,1,135052,ostermalm,97,4,,59.33840170952597,18.08074951171875,120.0
4604,odengatan 14,4634,3.0,12550000, 3 februari 2021,2,123039,ostermalm,102,4,,59.34610448929284,18.06358337402344,77.0
4605,oxenstiernsgatan 35,4467,3.0,8725000, 2 februari 2021,18,96944,ostermalm,90,3,3.0,59.33735119510607,18.102035522460938,12.0
4606,linnégatan 20,3092,3.0,9000000, 2 februari 2021,10,130435,ostermalm,69,3,5.0,59.33735119510607,18.078689575195312,152.0
4607,styrmansgatan 51a,2897,3.0,7600000, 2 februari 2021,13,138182,ostermalm,55,2,2.0,59.33630064819755,18.087615966796875,59.0
4608,styrmansgatan 49,2723,2.0,5310000, 2 februari 2021,13,123488,ostermalm,43,2,,59.3359504586749,18.087615966796875,59.0
4609,karlavägen 15b,6323,3.0,18400000, 2 februari 2021,13,126027,ostermalm,146,5,,59.3429535632708,18.069076538085938,46.0
4610,grevgatan 19 ö.g,2823,,9500000, 2 februari 2021,20,126667,ostermalm,75,3,,59.333849245729375,18.08418273925781,67.0
4611,valhallavägen 80a,2646,1.0,5625000, 2 februari 2021,25,125000,ostermalm,45,2,,59.34470411382097,18.071823120117188,25.0
4612,valhallavägen 90,3203,3.0,9000000, 1 februari 2021,13,112500,ostermalm,80,3,,59.34400390442908,18.075942993164062,18.0
4613,birger jarlsgatan 111b,2979,3.0,6825000, 1 februari 2021,14,100368,ostermalm,68,3,,59.34890506699451,18.05877685546875,77.0
4614,nybergsgatan 8,4239,3.0,12600000, 31 januari 2021,20,140000,ostermalm,90,4,4.0,59.33700101641311,18.084869384765625,65.0
4615,styrmansgatan 27,1157,2.0,10100000, 30 januari 2021,13,132895,ostermalm,76,3,,59.33419945691206,18.08624267578125,55.0
4616,gyllenstiernsgatan 18,4401,3.0,8425000, 29 januari 2021,7,97965,ostermalm,86,4,,59.3377013701892,18.101348876953125,14.0
4617,nybrogatan 19b,2582,3.0,10600000, 28 januari 2021,7,149296,ostermalm,71,2,,59.33525006879975,18.076629638671875,201.0
4618,odengatan 6,2575,3.0,5400000, 28 januari 2021,10,108000,ostermalm,50,2,1.0,59.346454574137645,18.064956665039062,55.0
4619,wittstocksgatan 19,1445,3.0,4120000, 28 januari 2021,9,105641,ostermalm,39,2,,59.33805154166247,18.09722900390625,16.0
4620,linnégatan 39b,4975,3.0,13150000, 28 januari 2021,35,130198,ostermalm,101,4,,59.33665083411027,18.08349609375,83.0
4621,storgatan 28,6718,,12700000, 28 januari 2021,28,59070,ostermalm,215,4,,59.33419945691206,18.086929321289062,54.0
4622,valhallavägen 150c,2752,3.0,7750000, 27 januari 2021,11,109155,ostermalm,71,3,4.0,59.340152494697335,18.090362548828125,49.0
4623,valhallavägen 69,2379,2.0,3795000, 27 januari 2021,6,90357,ostermalm,42,2,,59.346454574137645,18.06976318359375,32.0
4624,linnégatan 42,2590,2.0,6575000, 27 januari 2021,10,117411,ostermalm,56,2,,59.33665083411027,18.082809448242188,89.0
4625,bältgatan 5,2350,3.0,6100000, 27 januari 2021,22,141860,ostermalm,43,2,,59.340152494697335,18.0889892578125,49.0
4626,styrmansgatan 37 a,4307,1.0,9300000, 27 januari 2021,18,125676,ostermalm,74,3,,59.334899868447216,18.08624267578125,60.0
4627,karlavägen 121,1230,3.0,7850000, 27 januari 2021,1,112143,ostermalm,70,3,,59.33560026554231,18.100662231445312,15.0
4628,karlaplan 15b,1518,,4500000, 27 januari 2021,13,118421,ostermalm,38,2,,59.33910203442368,18.091049194335938,46.0
4629,skeppargatan 39,1194,2.0,3300000, 27 januari 2021,10,110000,ostermalm,30,1,,59.33560026554231,18.08418273925781,81.0
4630,odengatan 6,6607,2.0,15600000, 27 januari 2021,8,110638,ostermalm,141,5,,59.346454574137645,18.064956665039062,55.0
4631,gumshornsgatan 7,1796,3.0,3425000, 26 januari 2021,14,118103,ostermalm,29,1,,59.33630064819755,18.0889892578125,49.0
4632,nybrogatan 42,2969,,15500000, 26 januari 2021,±0,127049,ostermalm,122,3,,59.33840170952597,18.080062866210938,122.0
4633,östermalmsgatan 75,2694,1.0,6450000, 26 januari 2021,18,129000,ostermalm,50,2,3.0,59.34085278349814,18.082809448242188,60.0
4634,östermalmsgatan 68b,2297,1.0,7250000, 26 januari 2021,22,131818,ostermalm,55,2,4.0,59.34085278349814,18.08074951171875,73.0
4635,narvavägen 33 a,1566,2.0,3950000, 25 januari 2021,±0,116176,ostermalm,34,1,2.0,59.33630064819755,18.089675903320312,46.0
4636,skeppargatan 25 a,5381,,17200000, 25 januari 2021,15,154955,ostermalm,111,3,,59.33419945691206,18.082809448242188,88.0
4637,kommendörsgatan 24,1754,2.0,5500000, 24 januari 2021,,119565,ostermalm,46,2,5.0,59.33805154166247,18.08212280273437,106.0
4638,linnégatan 77a,2154,,6000000, 23 januari 2021,±0,127660,ostermalm,47,2,2.0,59.33560026554231,18.089675903320312,47.0
4639,karlavägen 4,1793,3.0,6600000, 21 januari 2021,2,115789,ostermalm,57,2,4.0,59.344354010929706,18.06427001953125,102.0
4640,styrmansgatan 39,1510,3.0,16700000, 21 januari 2021,12,147788,ostermalm,113,4,4.0,59.334899868447216,18.086929321289062,58.0
4641,grevgatan 42,1967,2.0,5600000, 21 januari 2021,18,124444,ostermalm,45,2,2.0,59.33560026554231,18.08624267578125,60.0
4642,grevgatan 31,2720,,11100000, 21 januari 2021,1,124719,ostermalm,89,3,,59.334899868447216,18.08555603027344,63.0
4643,sibyllegatan 26,2439,,7950000, 21 januari 2021,1,110417,ostermalm,72,3,,59.33805154166247,18.08143615722656,118.0
4644,gumshornsgatan 6,1936,,4100000, 21 januari 2021,14,128125,ostermalm,32,1,,59.33560026554231,18.089675903320312,47.0
4645,artillerigatan 29,1265,2.0,2850000, 20 januari 2021,-5,123913,ostermalm,23,1,,59.3359504586749,18.08212280273437,113.0
4646,karlavägen 52,583,3.0,3210000, 20 januari 2021,9,123462,ostermalm,26,1,2.0,59.33910203442368,18.08143615722656,105.0
4647,karlavägen 52,583,2.0,3300000, 20 januari 2021,±0,126923,ostermalm,26,1,3.0,59.33910203442368,18.08143615722656,105.0
4648,östermalmsgatan 67,853,2.0,2895000, 20 januari 2021,±0,160833,ostermalm,18,1,,59.34120292248412,18.08143615722656,63.0
4649,artillerigatan 63,2216,3.0,5910000, 20 januari 2021,19,134318,ostermalm,44,2,2.0,59.33980234488247,18.084869384765625,48.0
4650,nybergsgatan 6 b,1661,,6000000, 20 januari 2021,6,113208,ostermalm,53,2,,59.33700101641311,18.08418273925781,74.0
4651,jungfrugatan 24,1046,2.0,3100000, 20 januari 2021,8,124000,ostermalm,25,1,,59.3377013701892,18.082809448242188,85.0
4652,körsbärsvägen 6,1847,3.0,2820000, 19 januari 2021,23,117500,ostermalm,24,1,4.0,59.34890506699451,18.065643310546875,30.0
4653,valhallavägen 67,2370,3.0,4810000, 19 januari 2021,12,98163,ostermalm,49,2,,59.346454574137645,18.06976318359375,32.0
4654,riddargatan 25,3096,3.0,10250000, 19 januari 2021,17,150735,ostermalm,68,2,,59.33314881253376,18.08349609375,60.0
4655,gyllenstiernsgatan 18,3583,3.0,6475000, 18 januari 2021,3,93841,ostermalm,69,2,,59.3377013701892,18.101348876953125,14.0
4656,grevgatan 28,1253,,3800000, 18 januari 2021,21,131034,ostermalm,29,1,,59.33419945691206,18.084869384765625,64.0
4657,tyskbagargatan 10,2489,2.0,7500000, 17 januari 2021,25,133929,ostermalm,56,2,2.0,59.33980234488247,18.08349609375,66.0
4658,grevgatan 56,1763,,5200000, 17 januari 2021,11,118182,ostermalm,44,2,,59.33665083411027,18.086929321289062,54.0
4659,grev magnigatan 10a,1937,3.0,5100000, 16 januari 2021,13,130769,ostermalm,39,2,,59.33314881253376,18.087615966796875,43.0
4660,jungfrugatan 28,5662,1.0,14650000, 15 januari 2021,9,108519,ostermalm,135,5,,59.33840170952597,18.08349609375,78.0
4661,östermalmsgatan 68b,1920,1.0,6170000, 14 januari 2021,25,134130,ostermalm,46,2,4.0,59.34085278349814,18.08074951171875,73.0
4662,rådmansgatan 15,2108,2.0,7300000, 13 januari 2021,16,114063,ostermalm,64,2,,55.59366266268037,13.000259399414062,37.0
4663,grevgatan 20,1200,2.0,3525000, 13 januari 2021,33,141000,ostermalm,25,1,,59.33349903093664,18.084869384765625,57.0
4664,stickelbärsvägen 4,2447,,3750000, 12 januari 2021,7,81522,ostermalm,46,2,,59.34995522408264,18.062896728515625,42.0
4665,odengatan 18,1462,,6700000, 11 januari 2021,8,111667,ostermalm,60,3,,59.34610448929284,18.062896728515625,90.0
4666,skeppargatan 22,1479,2.0,5000000, 11 januari 2021,5,125000,ostermalm,40,2,,59.333849245729375,18.082809448242188,81.0
4667,kommendörsgatan 33 a vånplan 1,2296,2.0,4900000, 11 januari 2021,7,113953,ostermalm,43,2,,59.33735119510607,18.08624267578125,58.0
4668,birger jarlsgatan 46b,2029,3.0,8250000, 10 januari 2021,10,123134,ostermalm,67,2,3.0,59.340152494697335,18.067703247070312,135.0
4669,riddargatan 42 ö.g,1594,1.0,6550000, 9 januari 2021,13,125962,ostermalm,52,2,,59.33314881253376,18.08349609375,60.0
4670,jungfrugatan 33,2255,,5750000, 6 januari 2021,15,119792,ostermalm,48,2,2.0,59.33980234488247,18.08418273925781,59.0
4671,kaptensgatan 3,458,3.0,8500000, 4 januari 2021,13,154545,ostermalm,55,3,,59.33314881253376,18.08074951171875,112.0
4672,östermalmsgatan 81,1658,3.0,4950000, 4 januari 2021,13,120732,ostermalm,41,2,,59.34050264090254,18.08418273925781,58.0
4673,grevgatan 20c,2343,,7400000, 2 januari 2021,14,129825,ostermalm,57,2,2.0,59.33349903093664,18.084869384765625,57.0
4674,gyllenstiernsgatan 3,2237,2.0,4250000, 29 december 2020,6,94444,ostermalm,45,2,,59.33630064819755,18.099288940429688,16.0
4675,styrmansgatan 13,1416,,3050000, 21 december 2020,2,138636,ostermalm,22,1,2.0,59.33314881253376,18.08555603027344,46.0
4676,artillerigatan 81,2420,2.0,7200000, 18 december 2020,4,101408,ostermalm,71,3,,59.34120292248412,18.08624267578125,42.0
4677,brahegatan 19,3524,2.0,13600000, 17 december 2020,14,134653,ostermalm,101,3,,59.33910203442368,18.076629638671875,138.0
4678,grevgatan 23c,1809,,4600000, 17 december 2020,8,115000,ostermalm,40,2,1.0,59.33419945691206,18.08418273925781,72.0
4679,styrmansgatan 17 a,2453,,12100000, 16 december 2020,1,128723,ostermalm,94,4,,59.33314881253376,18.08555603027344,46.0
4680,odengatan 18a,1866,1.0,9400000, 16 december 2020,7,120513,ostermalm,78,3,,59.346454574137645,18.062896728515625,82.0
4681,linnégatan 51,739,3.0,4570000, 16 december 2020,14,126944,ostermalm,36,2,,59.33630064819755,18.084869384765625,70.0
4682,riddargatan 51,1320,2.0,5100000, 15 december 2020,28,141667,ostermalm,36,2,,59.332448364897616,18.090362548828125,32.0
4683,jungfrugatan 52,2303,2.0,6150000, 14 december 2020,±0,120588,ostermalm,51,2,,59.34120292248412,18.08555603027344,39.0
4684,grevgatan 65,3183,3.0,8500000, 14 december 2020,22,141667,ostermalm,60,3,4.0,59.3387518737797,18.087615966796875,67.0
4685,karlavägen 84,2077,,8000000, 12 december 2020,3,112676,ostermalm,71,3,,59.33700101641311,18.09242248535156,44.0
4686,styrmansgatan 37,2826,3.0,6200000, 12 december 2020,25,137778,ostermalm,45,2,2.0,59.334899868447216,18.086929321289062,58.0
4687,valhallavägen 46,5769,,12600000, 10 december 2020,5,108621,ostermalm,116,4,3.0,59.34750480701685,18.06427001953125,48.0
4688,valhallavägen 174,1611,2.0,2900000, 9 december 2020,4,82857,ostermalm,35,1,,59.3387518737797,18.09722900390625,18.0
4689,storgatan 46,2487,3.0,14600000, 9 december 2020,17,129204,ostermalm,113,4,6.0,59.33314881253376,18.091049194335938,37.0
4690,nybrogatan 73 a,1197,3.0,7450000, 8 december 2020,7,122131,ostermalm,61,3,1.0,59.340152494697335,18.08143615722656,90.0
4691,artillerigatan 56,800,3.0,11300000, 8 december 2020,8,125556,ostermalm,90,3,,59.33805154166247,18.08418273925781,73.0
4692,skeppargatan 20b,3318,,10000000, 8 december 2020,±0,119048,ostermalm,84,3,,59.33349903093664,18.08349609375,70.0
4693,sturegatan 19,1957,3.0,8050000, 8 december 2020,7,110274,ostermalm,73,3,,59.34190318962736,18.077316284179688,44.0
4694,ulrikagatan 9,4000,3.0,13000000, 8 december 2020,18,152941,ostermalm,85,3,,59.33314881253376,18.095855712890625,23.0
4695,oxenstiernsgatan 33,577,2.0,4500000, 8 december 2020,6,91837,ostermalm,49,2,,59.33700101641311,18.102035522460938,12.0
4696,birger jarlsgatan 46b,2090,3.0,8840000, 8 december 2020,7,128116,ostermalm,69,2,,59.340152494697335,18.067703247070312,135.0
4697,artillerigatan 53,1588,2.0,4425000, 7 december 2020,11,107927,ostermalm,41,2,,59.33840170952597,18.08418273925781,69.0
4698,runebergsgatan 9,3179,3.0,9100000, 6 december 2020,17,130000,ostermalm,70,2,,59.34120292248412,18.069076538085938,66.0
4699,karlavägen 90a,4527,,9760000, 6 december 2020,12,114824,ostermalm,85,3,,59.33665083411027,18.09310913085937,38.0
4700,birger jarlsgatan 104g,2821,,3900000, 5 december 2020,12,90698,ostermalm,43,2,,59.34750480701685,18.062896728515625,67.0
4701,grev magnigatan 10,1987,2.0,4300000, 4 december 2020,8,110256,ostermalm,39,1,,59.33314881253376,18.087615966796875,43.0
4702,birger jarlsgatan 110a,2035,2.0,7020000, 4 december 2020,±0,97500,ostermalm,72,3,,59.34785487742492,18.0615234375,74.0
4703,eriksbergsgatan 28,3445,2.0,5475000, 4 december 2020,10,99545,ostermalm,55,2,,59.34225331778468,18.067703247070312,67.0
4704,grev magnigatan 13,3713,3.0,13650000, 3 december 2020,24,121875,ostermalm,112,4,,59.33314881253376,18.086929321289062,45.0
4705,karlaplan 15a,3193,3.0,9100000, 3 december 2020,26,115190,ostermalm,79,3,,59.33910203442368,18.091049194335938,46.0
4706,nybrogatan 57,3068,3.0,7500000, 3 december 2020,±0,129310,ostermalm,58,2,3.0,59.33805154166247,18.080062866210938,131.0
4707,artillerigatan 40 a,2279,1.0,10500000, 3 december 2020,24,154412,ostermalm,68,2,,59.3359504586749,18.08349609375,87.0
4708,karlavägen 11,8445,3.0,30050000, 2 december 2020,-5,114259,ostermalm,263,6,,59.344354010929706,18.065643310546875,77.0
4709,linnégatan 56,1447,2.0,3625000, 2 december 2020,4,106618,ostermalm,34,1,,57.69309768495889,11.953125,86.0
4710,grev turegatan 59 c,3498,3.0,9700000, 2 december 2020,11,134722,ostermalm,72,2,4.0,59.34085278349814,18.079376220703125,77.0
4711,wittstocksgatan 28,1138,3.0,7500000, 1 december 2020,18,129310,ostermalm,58,2,1.0,59.33840170952597,18.097915649414062,19.0
4712,linnégatan 31,866,2.0,3685000, 1 december 2020,23,127069,ostermalm,29,1,3.0,59.33700101641311,18.08143615722656,121.0
4713,östermalmsgatan 61,1995,3.0,6300000, 30 november 2020,13,108621,ostermalm,58,2,,59.34155305786052,18.079376220703125,59.0
4714,östermalmsgatan 68a,2088,3.0,6850000, 30 november 2020,28,137000,ostermalm,50,2,3.0,59.34085278349814,18.08074951171875,73.0
4715,karlavägen 54,628,2.0,3050000, 29 november 2020,±0,108929,ostermalm,28,1,1.0,59.33910203442368,18.08143615722656,105.0
4716,wittstocksgatan 2,3053,,7200000, 29 november 2020,11,116129,ostermalm,62,2,,59.33910203442368,18.09310913085937,46.0
4717,brahegatan 7d,4131,3.0,9240000, 29 november 2020,9,140000,ostermalm,66,2,,59.3377013701892,18.07525634765625,184.0
4718,gyllenstiernsgatan 19,952,2.0,2400000, 28 november 2020,20,126316,ostermalm,19,1,3.0,59.33805154166247,18.100662231445312,16.0
4719,karlavägen 88a,2275,,9100000, 27 november 2020,21,144444,ostermalm,63,2,,59.33665083411027,18.09242248535156,42.0
4720,danderydsgatan 23,4028,3.0,6200000, 27 november 2020,3,96875,ostermalm,64,2,,59.344354010929706,18.07044982910156,33.0
4721,wittstocksgatan 19,1495,2.0,5150000, 26 november 2020,,132051,ostermalm,39,2,,59.33805154166247,18.09722900390625,16.0
4722,styrmansgatan 13,1935,,3650000, 26 november 2020,14,135185,ostermalm,27,1,1.0,59.33314881253376,18.08555603027344,46.0
4723,karlavägen 54,628,2.0,3400000, 26 november 2020,-3,121429,ostermalm,28,1,3.0,59.33910203442368,18.08143615722656,105.0
4724,styrmansgatan 43,2920,3.0,12600000, 26 november 2020,15,143182,ostermalm,88,3,,59.33525006879975,18.086929321289062,59.0
4725,skeppargatan 21 a,0,3.0,7000000, 26 november 2020,13,145833,ostermalm,48,2,,59.333849245729375,18.08212280273437,100.0
4726,nybrogatan 81,1898,2.0,6800000, 25 november 2020,9,104615,ostermalm,65,2,3.0,59.34155305786052,18.08212280273437,54.0
4727,karlavägen 46,1246,1.0,3125000, 25 november 2020,8,125000,ostermalm,25,1,1.0,59.33945219145792,18.080062866210938,103.0
4728,skeppargatan 52,4911,3.0,11350000, 25 november 2020,4,109135,ostermalm,104,3,5.0,59.33700101641311,18.08555603027344,60.0
4729,nybrogatan 65,181,3.0,4000000, 24 november 2020,23,137931,ostermalm,29,1,,59.33910203442368,18.08074951171875,108.0
4730,grevgatan 20 b,2293,,6600000, 24 november 2020,2,117857,ostermalm,56,2,,59.33349903093664,18.084869384765625,57.0
4731,eriksbergsgatan 42,2682,,11400000, 24 november 2020,7,114000,ostermalm,100,3,,59.34190318962736,18.066329956054688,76.0
4732,linnégatan 42,2772,3.0,8600000, 24 november 2020,8,136508,ostermalm,63,2,,59.33665083411027,18.082809448242188,89.0
4733,artillerigatan 53,5113,2.0,14400000, 24 november 2020,12,109091,ostermalm,132,4,,59.33840170952597,18.08418273925781,69.0
4734,floragatan 7,3318,3.0,8700000, 24 november 2020,16,122535,ostermalm,71,3,,59.34190318962736,18.07456970214844,36.0
4735,grevgatan 65,2999,3.0,8200000, 24 november 2020,19,136667,ostermalm,60,2,,59.3387518737797,18.087615966796875,67.0
4736,floragatan 7,1833,3.0,4700000, 24 november 2020,18,134286,ostermalm,35,2,2.0,59.34190318962736,18.07456970214844,36.0
4737,fryxellsgatan 1 a,4013,3.0,9850000, 21 november 2020,-1,107065,ostermalm,92,3,,59.34260344233248,18.064956665039062,100.0
4738,rådmansgatan 1b,2575,3.0,10750000, 21 november 2020,2,132716,ostermalm,81,3,4.0,59.34365379431907,18.071823120117188,28.0
4739,kungstensgatan 3,4389,2.0,14200000, 20 november 2020,,118333,ostermalm,120,4,,59.34330368059963,18.065643310546875,86.0
4740,karlaplan 17a,3193,3.0,8610000, 20 november 2020,24,108987,ostermalm,79,3,,59.33910203442368,18.09173583984375,50.0
4741,brahegatan 62,3609,3.0,9800000, 20 november 2020,19,128947,ostermalm,76,2,4.0,59.3429535632708,18.080062866210938,29.0
4742,grev magnigatan 11 c,2917,1.0,10900000, 20 november 2020,15,134568,ostermalm,81,3,,59.33314881253376,18.08624267578125,45.0
4743,sibyllegatan 50 a,2085,,6300000, 20 november 2020,-2,98438,ostermalm,64,3,,59.34085278349814,18.08418273925781,54.0
4744,grev magnigatan 5,4159,3.0,17050000, 19 november 2020,-5,135317,ostermalm,126,5,,59.332448364897616,18.08624267578125,38.0
4745,karlavägen 6,1316,2.0,4500000, 18 november 2020,-2,109756,ostermalm,41,2,,59.344354010929706,18.06427001953125,102.0
4746,linnégatan 16,1978,2.0,4700000, 18 november 2020,18,117500,ostermalm,40,2,4.0,59.3377013701892,18.0780029296875,154.0
4747,birger jarlsgatan 114,2395,2.0,4600000, 18 november 2020,2,76667,ostermalm,60,2,1.0,59.34855500741373,18.06015014648437,79.0
4748,linnégatan 60,3217,3.0,6975000, 18 november 2020,13,118220,ostermalm,59,2,,57.69309768495889,11.953125,86.0
4749,valhallavägen 131,4328,3.0,13400000, 18 november 2020,25,127619,ostermalm,105,4,,59.34190318962736,18.086929321289062,32.0
4750,riddargatan 11b,4744,3.0,20500000, 18 november 2020,4,134868,ostermalm,152,4,,59.33419945691206,18.0780029296875,182.0
4751,lützengatan 12a,5302,2.0,20850000, 18 november 2020,10,127134,ostermalm,164,5,,59.33805154166247,18.09310913085937,43.0
4752,verdandigatan 3,1965,,5450000, 18 november 2020,7,113542,ostermalm,48,2,,59.34575440083879,18.065643310546875,53.0
4753,floragatan 7,1401,2.0,3150000, 18 november 2020,15,143182,ostermalm,22,1,,59.34190318962736,18.07456970214844,36.0
4754,banérgatan 44,1741,,6725000, 17 november 2020,±0,124537,ostermalm,54,2,3.0,59.3377013701892,18.095855712890625,26.0
4755,grevgatan 19,2018,,5900000, 17 november 2020,-1,113462,ostermalm,52,2,3.0,59.333849245729375,18.08418273925781,67.0
4756,strandvägen 59,0,3.0,25650000, 17 november 2020,3,165484,ostermalm,155,5,,59.332448364897616,18.09654235839844,24.0
4757,jungfrugatan 41,1286,,4200000, 17 november 2020,20,123529,ostermalm,34,2,,59.33980234488247,18.08418273925781,59.0
4758,grev turegatan 25,1958,3.0,3950000, 16 november 2020,18,131667,ostermalm,30,2,5.0,59.33700101641311,18.076629638671875,189.0
4759,birger jarlsgatan 114,1760,2.0,3650000, 14 november 2020,4,98649,ostermalm,37,1,4.0,59.34855500741373,18.06015014648437,79.0
4760,danderydsgatan 30,1810,,4500000, 13 november 2020,7,107143,ostermalm,42,2,,59.34470411382097,18.07113647460937,27.0
4761,styrmansgatan 37 a,2053,,4350000, 13 november 2020,21,120833,ostermalm,36,2,,59.334899868447216,18.08624267578125,60.0
4762,grev turegatan 8 b,2332,3.0,10200000, 13 november 2020,2,127500,ostermalm,80,3,,59.33525006879975,18.075942993164062,210.0
4763,riddargatan 3a,4601,3.0,11500000, 12 november 2020,15,133721,ostermalm,86,4,1.0,59.334899868447216,18.07525634765625,224.0
4764,ruddammsbacken 28,3413,3.0,5530000, 12 november 2020,6,87778,ostermalm,63,3,3.0,59.35135538300793,18.05946350097656,22.0
4765,storgatan 34,1582,2.0,4300000, 12 november 2020,16,116216,ostermalm,37,2,,59.333849245729375,18.088302612304688,49.0
4766,kaptensgatan 9,3681,2.0,10270000, 12 november 2020,15,125244,ostermalm,82,4,,59.33279859052077,18.08143615722656,94.0
4767,floragatan 7,1351,3.0,3275000, 12 november 2020,9,136458,ostermalm,24,1,4.0,59.34190318962736,18.07456970214844,36.0
4768,karlavägen 121,2317,3.0,14600000, 12 november 2020,13,108148,ostermalm,135,5,,59.33560026554231,18.100662231445312,15.0
4769,verdandigatan 3,4572,,19800000, 12 november 2020,28,122981,ostermalm,161,5,,59.34575440083879,18.065643310546875,53.0
4770,runebergsgatan 9,3672,2.0,11000000, 11 november 2020,16,132530,ostermalm,83,3,,59.34120292248412,18.069076538085938,66.0
4771,grev magnigatan 8,4726,3.0,17500000, 11 november 2020,4,142276,ostermalm,123,3,4.0,59.33279859052077,18.087615966796875,44.0
4772,karlavägen 20,768,2.0,6000000, 11 november 2020,1,105263,ostermalm,57,3,,59.34260344233248,18.067703247070312,64.0
4773,karlavägen 75b,6259,,19900000, 11 november 2020,±0,165833,ostermalm,120,3,,59.33910203442368,18.08418273925781,66.0
4774,skeppargatan 28,2127,3.0,5200000, 11 november 2020,21,140541,ostermalm,37,2,5.0,59.33454966448465,18.08349609375,87.0
4775,artillerigatan 65,3818,2.0,7700000, 11 november 2020,3,102667,ostermalm,75,3,,59.33980234488247,18.084869384765625,48.0
4776,grevgatan 12,3151,3.0,8400000, 10 november 2020,9,109091,ostermalm,77,2,,59.33279859052077,18.08418273925781,51.0
4777,valhallavägen 12a,1138,3.0,5225000, 10 november 2020,5,85656,ostermalm,61,2,4.0,59.34925512296623,18.060836791992188,63.0
