adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
dalagatan 86h,4018,2.0,8350000, 22 oktober 2021,6,115972,vasastan,72,3,6
völundsgatan 1,1529,2.0,2700000, 22 oktober 2021,13,112500,vasastan,24,1,
roslagsgatan 51,1560,,3200000, 22 oktober 2021,12,114286,vasastan,28,1,
frejgatan 48 a,3046,1.0,7050000, 22 oktober 2021,24,117500,vasastan,60,3,2
karlbergsvägen 84 a,3367,1.0,8150000, 22 oktober 2021,21,129365,vasastan,63,2,
västmannagatan 55a,1456,1.0,4500000, 21 oktober 2021,20,132353,vasastan,34,1,1
tulegatan 23a,2545,3.0,9000000, 21 oktober 2021,17,134328,vasastan,67,2,
sonja kovalevskys gata 3,4750,3.0,9750000, 20 oktober 2021,8,102632,vasastan,95,4,
sonja kovalevskys gata 4,4605,3.0,9400000, 20 oktober 2021,4,103297,vasastan,91,4,4
bråvallagatan 8,2157,2.0,3120000, 20 oktober 2021,12,115556,vasastan,27,1,3
tomtebogatan 40,2588,2.0,6750000, 20 oktober 2021,13,116379,vasastan,58,2,
torsgatan 70,3088,2.0,8200000, 20 oktober 2021,,107895,vasastan,76,3,3
rehnsgatan 1,2539,3.0,14000000, 20 oktober 2021,17,137255,vasastan,102,4,2
drejargatan 6,2600,2.0,5700000, 20 oktober 2021,15,118750,vasastan,48,2,2
hagagatan 17e,3336,3.0,6350000, 20 oktober 2021,±0,90714,vasastan,70,3,
hagagatan 22,4766,3.0,8725000, 20 oktober 2021,9,111859,vasastan,78,3,3
vanadisvägen 26b,3339,2.0,7695000, 20 oktober 2021,±0,92711,vasastan,83,3,
dannemoragatan 18,1885,3.0,3675000, 20 oktober 2021,19,102083,vasastan,36,2,4
roslagsgatan 48,636,2.0,3620000, 20 oktober 2021,25,134074,vasastan,27,1,4
döbelnsgatan 71,5156,3.0,18100000, 20 oktober 2021,14,156034,vasastan,116,4,
hälsingegatan 3,1533,,4950000, 20 oktober 2021,5,105319,vasastan,47,2,
rödabergsgatan 5,3022,,6300000, 20 oktober 2021,15,106780,vasastan,59,2,
vanadisvägen 25,2778,3.0,6200000, 20 oktober 2021,8,119231,vasastan,52,2,
hälsingegatan 19,2412,1.0,7875000, 19 oktober 2021,21,131250,vasastan,60,2,2
surbrunnsgatan 26,1541,,5900000, 19 oktober 2021,21,134091,vasastan,44,2,3
norrbackagatan 23,4235,3.0,8550000, 19 oktober 2021,-2,82212,vasastan,104,4,6
rörstrandsgatan 2,642,,7700000, 19 oktober 2021,15,114925,vasastan,67,2,3
torsgatan 59,2352,3.0,8075000, 19 oktober 2021,29,144196,vasastan,56,2,5
luntmakargatan 63,1636,3.0,5600000, 19 oktober 2021,25,121739,vasastan,46,2,3
drejargatan 6,2004,2.0,4800000, 19 oktober 2021,23,129730,vasastan,37,2,5
surbrunnsgatan 64,3576,3.0,9000000, 19 oktober 2021,8,126761,vasastan,71,3,
karlbergsvägen 37 a,1155,2.0,5100000, 19 oktober 2021,28,127500,vasastan,40,2,
hälsingegatan 13a,1639,4.0,4800000, 19 oktober 2021,20,123077,vasastan,39,2,
frejgatan 45,2324,3.0,5800000, 18 oktober 2021,22,128889,vasastan,45,2,3
upplandsgatan 22,1965,3.0,6200000, 18 oktober 2021,41,134783,vasastan,46,2,
torsgatan 50,1885,3.0,7500000, 18 oktober 2021,20,120968,vasastan,62,2,
vidargatan 4,2415,2.0,8500000, 18 oktober 2021,22,126866,vasastan,67,2,1
roslagsgatan 45,2710,2.0,5500000, 17 oktober 2021,17,110000,vasastan,50,3,5
sigtunagatan 18,1943,3.0,7000000, 15 oktober 2021,17,116667,vasastan,60,2,
hagagatan 17m,2954,3.0,6650000, 15 oktober 2021,16,107258,vasastan,62,3,4
torsgatan 48b,473,,8600000, 15 oktober 2021,,122857,vasastan,70,2,3
norrtullsgatan 38,2917,3.0,4475000, 15 oktober 2021,±0,84434,vasastan,53,3,1
gästrikegatan 18a,1939,1.0,7100000, 15 oktober 2021,15,136538,vasastan,52,2,
vikingagatan 14b,1657,4.0,6525000, 15 oktober 2021,10,110593,vasastan,59,2,
tulegatan 42,1754,3.0,4070000, 15 oktober 2021,-8,131290,vasastan,31,2,
gästrikegatan 12,1326,2.0,3350000, 15 oktober 2021,8,115517,vasastan,29,1,4
atlasgatan 1,2661,2.0,7050000, 15 oktober 2021,11,113710,vasastan,62,2,
rådmansgatan 78,1748,2.0,6475000, 15 oktober 2021,13,119907,vasastan,54,2,
sankt eriksplan 10,2049,3.0,20000000, 15 oktober 2021,2,125000,vasastan,160,4,4
vanadisvägen 30,3609,3.0,11260000, 14 oktober 2021,19,127955,vasastan,88,3,
norrtullsgatan 4,2224,2.0,16000000, 14 oktober 2021,7,117647,vasastan,136,4,
torbjörn klockares gata 23,2560,,4000000, 14 oktober 2021,11,111111,vasastan,36,2,1
torsgatan 42,3002,3.0,7200000, 14 oktober 2021,6,110769,vasastan,65,3,
roslagsgatan 47,2300,2.0,4350000, 14 oktober 2021,7,103571,vasastan,42,2,4
gävlegatan 26,2200,3.0,5100000, 14 oktober 2021,13,115909,vasastan,44,2,4
dalagatan 23,2932,3.0,12850000, 14 oktober 2021,18,132474,vasastan,97,3,3
dalagatan 70,3086,,10400000, 14 oktober 2021,21,128395,vasastan,81,3,2
karlbergsvägen 23,2972,3.0,8300000, 13 oktober 2021,4,118571,vasastan,70,2,2
sankt eriksgatan 83,4587,3.0,12000000, 13 oktober 2021,±0,107143,vasastan,112,5,
rörstrandsgatan 48,4233,2.0,8500000, 13 oktober 2021,18,111842,vasastan,76,3,3
tre liljor 5,2629,3.0,5420000, 13 oktober 2021,9,104231,vasastan,52,2,4
tomtebogatan 48a,3668,3.0,12500000, 13 oktober 2021,±0,120192,vasastan,104,3,
vanadisvägen 7b,2624,2.0,6200000, 13 oktober 2021,13,98413,vasastan,63,2,2
ynglingagatan 21,2877,3.0,6700000, 13 oktober 2021,5,113559,vasastan,59,2,2
dannemoragatan 16a,1819,2.0,3470000, 13 oktober 2021,9,102059,vasastan,34,1,
upplandsgatan 25b,1860,,5925000, 13 oktober 2021,19,109722,vasastan,54,2,
tulegatan 42,1377,2.0,4070000, 13 oktober 2021,16,131290,vasastan,31,2,
hälsingehöjden 3,3262,2.0,6900000, 13 oktober 2021,15,106154,vasastan,65,2,
hälsingegatan 17,1253,,4875000, 13 oktober 2021,±0,128289,vasastan,38,2,
torsplan 8,4516,3.0,9850000, 12 oktober 2021,±0,127922,vasastan,77,3,10
norrtullsgatan 63,2799,3.0,5700000, 12 oktober 2021,4,101786,vasastan,56,2,2
sankt eriksgatan 80,59,3.0,14800000, 12 oktober 2021,18,138318,vasastan,107,3,3
karlbergsvägen 62,716,2.0,4500000, 12 oktober 2021,19,102273,vasastan,44,1,
robert almströmsgatan 8,1071,2.0,2900000, 12 oktober 2021,26,138095,vasastan,21,1,5
sveavägen 94,0,3.0,9850000, 12 oktober 2021,19,126282,vasastan,78,3,
norrtullsgatan 31,4292,3.0,11600000, 12 oktober 2021,13,131818,vasastan,88,3,
birkagatan 25,2670,,8425000, 12 oktober 2021,20,129615,vasastan,65,2,
holländargatan 31,1106,2.0,3125000, 12 oktober 2021,25,142045,vasastan,22,1,4
birkagatan 31,2475,3.0,5650000, 11 oktober 2021,±0,95763,vasastan,59,2,
tulegatan 31b,2664,3.0,7500000, 11 oktober 2021,19,141509,vasastan,53,2,1
västmannagatan 82a,1261,,3500000, 11 oktober 2021,17,129630,vasastan,27,1,
torsplan 10,4136,3.0,10500000, 11 oktober 2021,14,154412,vasastan,68,3,10
sankt eriksgatan 64,832,2.0,6100000, 11 oktober 2021,8,92424,vasastan,66,3,
rörstrandsgatan 16,3714,3.0,11100000, 10 oktober 2021,12,121978,vasastan,91,3,
tomtebogatan 34,3918,2.0,5750000, 9 oktober 2021,±0,84559,vasastan,68,2,
vanadisvägen 30,5098,2.0,12750000, 8 oktober 2021,2,100394,vasastan,127,4,3
roslagsgatan 29a,1507,3.0,3250000, 8 oktober 2021,25,135417,vasastan,24,1,2
falugatan 16,2642,,5850000, 8 oktober 2021,30,119388,vasastan,49,2,3
västmannagatan 69,1605,2.0,5800000, 8 oktober 2021,5,128889,vasastan,45,2,1
torbjörn klockares gata 25,3700,2.0,6800000, 8 oktober 2021,8,100000,vasastan,68,3,
karlbergsvägen 87b,2485,3.0,7000000, 8 oktober 2021,17,137255,vasastan,51,2,
tomtebogatan 29,1928,2.0,4500000, 7 oktober 2021,,112500,vasastan,40,2,
observatoriegatan 9,2373,3.0,6425000, 7 oktober 2021,17,131122,vasastan,49,2,2
karlbergsvägen 22,2640,2.0,6250000, 7 oktober 2021,±0,130208,vasastan,48,2,
birger jarlsgatan 109,3765,1.0,9500000, 7 oktober 2021,16,115854,vasastan,82,3,
sveavägen 126,2553,3.0,5870000, 7 oktober 2021,18,110755,vasastan,53,2,5
rådmansgatan 39b,3926,3.0,12250000, 7 oktober 2021,4,125000,vasastan,98,3,
birkagatan 16c,1741,2.0,3450000, 7 oktober 2021,10,101471,vasastan,34,1,3
völundsgatan 1,1529,2.0,2630000, 7 oktober 2021,15,109583,vasastan,24,1,
hälsingegatan 33,2609,,4350000, 7 oktober 2021,13,103571,vasastan,42,1,5
karlbergsvägen 48,2225,3.0,6450000, 7 oktober 2021,8,111207,vasastan,58,2,
atlasgatan 1,3175,2.0,8625000, 7 oktober 2021,,115000,vasastan,75,3,
norrtullsgatan 31,4292,3.0,11450000, 7 oktober 2021,15,130114,vasastan,88,4,
observatoriegatan 19,2563,3.0,5200000, 7 oktober 2021,±0,100000,vasastan,52,2,
karlbergsvägen 10,0,3.0,8995000, 7 oktober 2021,21,136288,vasastan,66,2,3
birger jarlsgatan 69,3966,3.0,32200000, 6 oktober 2021,29,127273,vasastan,253,6,
gävlegatan 26,1700,2.0,3825000, 6 oktober 2021,,112500,vasastan,34,2,3
karlbergsvägen 78,4448,3.0,10900000, 6 oktober 2021,9,110101,vasastan,99,3,
hagagatan 20a,1493,1.0,4200000, 6 oktober 2021,18,120000,vasastan,35,1,4
kammakargatan 27,2424,2.0,6225000, 6 oktober 2021,9,115278,vasastan,54,2,3
västmannagatan 30,3408,2.0,9360000, 6 oktober 2021,17,120000,vasastan,78,3,
frejgatan 12a,1471,1.0,5950000, 6 oktober 2021,19,121429,vasastan,49,2,
upplandsgatan 19a,2404,3.0,6000000, 5 oktober 2021,20,171429,vasastan,35,2,2
dalagatan 86a,2886,2.0,5320000, 5 oktober 2021,18,106400,vasastan,50,2,1
bråvallagatan 6,4640,3.0,11350000, 5 oktober 2021,26,127528,vasastan,89,4,3
vikingagatan 15,2658,2.0,5875000, 5 oktober 2021,9,110849,vasastan,53,2,3
upplandsgatan 17c,3070,3.0,8200000, 5 oktober 2021,21,128125,vasastan,64,2,3
surbrunnsgatan 55,3947,3.0,7020000, 5 oktober 2021,±0,81628,vasastan,86,3,2
karlbergsvägen 68,1633,2.0,4400000, 5 oktober 2021,16,122222,vasastan,36,2,1
sveavägen 135,1541,2.0,4650000, 5 oktober 2021,16,98936,vasastan,47,2,1
surbrunnsgatan 60,2955,3.0,7225000, 5 oktober 2021,21,122458,vasastan,59,2,
karlbergsvägen 87,3038,3.0,8600000, 5 oktober 2021,24,138710,vasastan,62,3,5
eastmansvägen 11,3833,2.0,13050000, 5 oktober 2021,21,126699,vasastan,103,5,
hälsingehöjden 11,2800,2.0,6900000, 5 oktober 2021,6,109524,vasastan,63,2,2
västmannagatan 86,2024,2.0,5925000, 4 oktober 2021,32,141071,vasastan,42,2,4
gästrikegatan 18a,1939,1.0,7350000, 4 oktober 2021,19,141346,vasastan,52,2,2
rödabergsgatan 9a,2514,,4250000, 4 oktober 2021,15,103659,vasastan,41,2,
norrbackagatan 5,3606,2.0,12020000, 4 oktober 2021,21,117843,vasastan,102,4,
hälsingegatan 17,1629,1.0,6560000, 4 oktober 2021,27,133878,vasastan,49,2,1
rörstrandsgatan 38a,1637,1.0,4000000, 4 oktober 2021,25,125000,vasastan,32,2,
gästrikegatan 3,4298,3.0,9500000, 4 oktober 2021,3,128378,vasastan,74,2,
karlbergsvägen 87,2895,2.0,6300000, 2 oktober 2021,12,105000,vasastan,60,2,
upplandsgatan 26,3756,3.0,12150000, 2 oktober 2021,6,114623,vasastan,106,3,1
torsgatan 48a,1039,2.0,18480000, 1 oktober 2021,12,120000,vasastan,154,5,4
karlbergsvägen 23,2347,2.0,6600000, 1 oktober 2021,,134694,vasastan,49,2,
idungatan 5,2333,2.0,4675000, 1 oktober 2021,17,103889,vasastan,45,2,1
västeråsgatan 7,4113,3.0,9100000, 1 oktober 2021,11,109639,vasastan,83,3,4
tre liljor 3,1676,3.0,5690000, 1 oktober 2021,42,142250,vasastan,40,2,2
luntmakargatan 61,4759,3.0,7100000, 1 oktober 2021,±0,89873,vasastan,79,3,
ynglingagatan 27,2676,2.0,6175000, 1 oktober 2021,14,102917,vasastan,60,2,1
hälsingegatan 3,3392,,12000000, 1 oktober 2021,12,115385,vasastan,104,4,
falugatan 23,1087,,2930000, 30 september 2021,13,122083,vasastan,24,1,1
hälsingehöjden 3,3138,3.0,8750000, 30 september 2021,37,143443,vasastan,61,2,3
frejgatan 16,2881,3.0,7250000, 30 september 2021,8,106618,vasastan,68,3,1
upplandsgatan 40,2596,3.0,8075000, 30 september 2021,21,128175,vasastan,63,2,2
gästrikegatan 15a,724,,2460000, 30 september 2021,23,144706,vasastan,17,1,
tomtebogatan 27,2015,,5200000, 30 september 2021,±0,115556,vasastan,45,2,4
hagagatan 17k,3717,3.0,7460000, 30 september 2021,4,95641,vasastan,78,3,
hagagatan 17e,3669,3.0,7400000, 30 september 2021,14,96104,vasastan,77,3,3
odengatan 30,1963,3.0,12000000, 30 september 2021,14,122449,vasastan,98,3,1
sveavägen 87,2013,2.0,4495000, 30 september 2021,13,112375,vasastan,40,2,2
vikingagatan 43,3285,2.0,7150000, 30 september 2021,15,108333,vasastan,66,3,
torbjörn klockares gata 15,1387,2.0,3190000, 29 september 2021,18,113929,vasastan,28,1,
upplandsgatan 30,4275,2.0,8150000, 29 september 2021,9,99390,vasastan,82,4,
bråvallagatan 8,2230,2.0,2900000, 29 september 2021,21,111538,vasastan,26,1,5
norrtullsgatan 38,2310,3.0,5040000, 29 september 2021,±0,120000,vasastan,42,1,
nina einhorns gata 5,2976,2.0,6850000, 29 september 2021,9,105385,vasastan,65,3,6
tomtebogatan 27,1902,1.0,4475000, 29 september 2021,7,117763,vasastan,38,1,
torsgatan 60,321,2.0,3005000, 29 september 2021,31,130652,vasastan,23,2,
sveavägen 133,3561,3.0,7100000, 29 september 2021,18,109231,vasastan,65,3,4
surbrunnsgatan 57,1823,,5225000, 29 september 2021,±0,90086,vasastan,58,2,
vanadisvägen 4m,1836,3.0,4750000, 29 september 2021,25,115854,vasastan,41,2,
tomtebogatan 30a,1591,,4400000, 29 september 2021,11,118919,vasastan,37,2,
odengatan 24,1476,3.0,12300000, 29 september 2021,3,132258,vasastan,93,3,
tomtebogatan 5b,931,3.0,6000000, 28 september 2021,23,115385,vasastan,52,2,
karlbergsvägen 18,2395,3.0,12425000, 28 september 2021,38,139607,vasastan,89,3,2
ingemarsgatan 3b,3232,3.0,7650000, 28 september 2021,9,110870,vasastan,69,3,3
torsgatan 33,1190,2.0,2860000, 28 september 2021,15,119167,vasastan,24,1,5
torbjörn klockares gata 19,2454,,4300000, 28 september 2021,16,100000,vasastan,43,1,
karlbergsvägen 82b,1961,3.0,5950000, 28 september 2021,20,112264,vasastan,53,2,1
upplandsgatan 77a,2816,3.0,6810000, 28 september 2021,22,126111,vasastan,54,2,1
rörstrandsgatan 32a,2120,1.0,7150000, 28 september 2021,16,121186,vasastan,59,2,3
torsplan 8,3834,3.0,8550000, 28 september 2021,15,137903,vasastan,62,2,19
vulcanusgatan 8,1737,2.0,5350000, 28 september 2021,8,102885,vasastan,52,2,
hagagatan 4,1132,3.0,3860000, 28 september 2021,14,128667,vasastan,30,1,4
ingemarsgatan 2,2387,,4300000, 28 september 2021,±0,79630,vasastan,54,2,
birger jarlsgatan 113d,2304,1.0,6700000, 28 september 2021,13,117544,vasastan,57,2,
odengatan 49,960,2.0,4400000, 28 september 2021,19,118919,vasastan,37,2,3
torsgatan 42 c,1879,2.0,4250000, 28 september 2021,22,121429,vasastan,35,2,
upplandsgatan 78,2104,2.0,6450000, 27 september 2021,23,119444,vasastan,54,2,
torsgatan 71,3514,2.0,6395000, 27 september 2021,±0,94044,vasastan,68,2,2
vanadisplan 1,1780,2.0,5250000, 27 september 2021,,116667,vasastan,45,2,5
torsplan 8,3834,3.0,8675000, 27 september 2021,±0,139919,vasastan,62,2,21
dalagatan 86g,1977,2.0,3700000, 27 september 2021,16,112121,vasastan,33,1,
rörstrandsgatan 64,1582,2.0,5950000, 27 september 2021,9,92969,vasastan,64,2,
roslagsgatan 51,2510,3.0,5200000, 27 september 2021,16,113043,vasastan,46,2,1
birger jarlsgatan 104i,2878,,4725000, 25 september 2021,20,109884,vasastan,43,2,
torsplan 8,4908,3.0,11400000, 24 september 2021,±0,134118,vasastan,85,3,
tulegatan 22,2827,2.0,7200000, 24 september 2021,13,110769,vasastan,65,2,1
hälsingegatan 19,2254,,7075000, 24 september 2021,,117917,vasastan,60,2,
sigtunagatan 3a,2845,1.0,8010000, 24 september 2021,18,127143,vasastan,63,2,2
karlbergsvägen 78,4606,3.0,12100000, 24 september 2021,10,118627,vasastan,102,3,2
vanadisplan 8,5264,3.0,19500000, 24 september 2021,-5,97500,vasastan,200,7,
sankt eriksgatan 83,1733,,3120000, 24 september 2021,4,91765,vasastan,34,1,1
heimdalsgatan 5,3258,3.0,8400000, 23 september 2021,6,115068,vasastan,73,3,
karlbergsvägen 47a,2676,2.0,8200000, 23 september 2021,17,112329,vasastan,73,2,
norra stationsgatan 115,1732,2.0,3975000, 23 september 2021,15,92442,vasastan,43,2,4
roslagsgatan 12,1632,3.0,5700000, 23 september 2021,24,142500,vasastan,40,2,5
falugatan 16,1374,,2750000, 23 september 2021,10,125000,vasastan,22,1,
frejgatan 53,2169,2.0,4985000, 23 september 2021,13,106064,vasastan,47,2,2
torsplan 8,4611,3.0,9925000, 23 september 2021,±0,125633,vasastan,79,3,11
kungstensgatan 28d,1427,,5900000, 23 september 2021,11,98333,vasastan,60,2,3
tulegatan 32 a,1496,3.0,4550000, 23 september 2021,30,119737,vasastan,38,1,1
frejgatan 57,4265,3.0,7460000, 22 september 2021,17,111343,vasastan,67,3,3
birger jarlsgatan 65a 1,1572,2.0,5200000, 22 september 2021,13,110638,vasastan,47,2,5
rörstrandsgatan 19,2910,2.0,8000000, 22 september 2021,11,112676,vasastan,71,3,5
surbrunnsgatan 50,2640,2.0,13050000, 22 september 2021,±0,107851,vasastan,121,4,3
karlbergsvägen 58,1315,2.0,3850000, 22 september 2021,21,116667,vasastan,33,1,1
hälsingegatan 19,2178,,7075000, 22 september 2021,11,115984,vasastan,61,2,
atlasgatan 9,3089,2.0,7850000, 22 september 2021,14,112143,vasastan,70,3,2
norrtullsgatan 26,2281,3.0,5850000, 22 september 2021,13,108333,vasastan,54,2,
tomtebogatan 44,2312,2.0,5900000, 22 september 2021,,111321,vasastan,53,2,1
tomtebogatan 12,4461,3.0,11325000, 22 september 2021,10,120479,vasastan,94,4,
vulcanusgatan 15 3tr,3717,3.0,9700000, 22 september 2021,8,112791,vasastan,86,4,
idungatan 2,5139,3.0,19000000, 22 september 2021,-5,121019,vasastan,157,5,4
upplandsgatan 46,2253,,9500000, 22 september 2021,12,120253,vasastan,79,2,
hagagatan 10,3539,3.0,8125000, 21 september 2021,21,114437,vasastan,71,3,
hagagatan 17j,3145,3.0,7400000, 21 september 2021,17,112121,vasastan,66,3,3
norrtullsgatan 9,1355,3.0,5100000, 21 september 2021,16,113333,vasastan,45,2,
hagagatan 5,3466,3.0,9150000, 21 september 2021,22,130714,vasastan,70,3,
ninni kronbergs gata 10,1537,2.0,2550000, 21 september 2021,-9,102000,vasastan,25,1,
norrbackagatan 54,3723,3.0,8575000, 21 september 2021,23,117466,vasastan,73,3,3
västmannagatan 51b,1748,,4650000, 21 september 2021,24,103333,vasastan,45,2,
idungatan 6a ö.g,1516,,3800000, 21 september 2021,13,118750,vasastan,32,1,
döbelnsgatan 40,3161,3.0,17050000, 21 september 2021,12,136400,vasastan,125,4,3
luntmakargatan 65,2069,2.0,8950000, 21 september 2021,15,114744,vasastan,78,2,4
sigtunagatan 8,3418,3.0,11750000, 21 september 2021,12,136628,vasastan,86,3,
dalagatan 68,3628,1.0,7530000, 21 september 2021,12,110735,vasastan,68,2,2
torsgränd 6,3477,3.0,4580000, 21 september 2021,16,101778,vasastan,45,2,
norra stationsgatan 115,1838,3.0,3700000, 20 september 2021,16,105714,vasastan,35,2,
rörstrandsgatan 3,1208,2.0,5825000, 20 september 2021,21,135465,vasastan,43,2,
tomtebogatan 34,3284,2.0,4750000, 20 september 2021,±0,83333,vasastan,57,2,
nina einhorns gata 3a,4033,3.0,9600000, 20 september 2021,7,118519,vasastan,81,4,
rödabergsbrinken 14,1730,,4200000, 20 september 2021,31,127273,vasastan,33,2,1
karlbergsvägen 35c,1697,2.0,4550000, 20 september 2021,14,113750,vasastan,40,1,
roslagsgatan 25,2241,3.0,3900000, 19 september 2021,30,125806,vasastan,31,2,2
torsplan 10,3584,3.0,9150000, 19 september 2021,22,163393,vasastan,56,2,15
völundsgatan 10,2284,3.0,4000000, 19 september 2021,10,108108,vasastan,37,1,
hälsingegatan 12,3818,3.0,9550000, 18 september 2021,±0,122436,vasastan,78,3,3
sveavägen 135,2830,3.0,7600000, 18 september 2021,1,98701,vasastan,77,3,5
birkagatan 29,1550,2.0,3825000, 17 september 2021,6,112500,vasastan,34,2,3
döbelnsgatan 95,1803,3.0,7540000, 17 september 2021,26,112537,vasastan,67,2,6
sveavägen 139,1847,2.0,3300000, 17 september 2021,14,89189,vasastan,37,2,4
sankt eriksgatan 74,1536,2.0,4230000, 17 september 2021,6,105750,vasastan,40,2,3
birkagatan 10,2467,3.0,14500000, 17 september 2021,14,125000,vasastan,116,4,5
karlbergsvägen 14,0,3.0,8300000, 17 september 2021,28,131746,vasastan,63,2,3
västmannagatan 69,1854,,6325000, 17 september 2021,17,121635,vasastan,52,2,
dalagatan 68b,2272,1.0,4400000, 16 september 2021,10,122222,vasastan,36,1,2
norrbackagatan 11,2743,2.0,6100000, 16 september 2021,2,117308,vasastan,52,2,4
karlbergsvägen 76,2537,3.0,7500000, 16 september 2021,4,96154,vasastan,78,3,4
dalagatan 24,2553,3.0,6800000, 16 september 2021,17,123636,vasastan,55,2,3
döbelnsgatan 47,3956,2.0,7500000, 16 september 2021,9,94937,vasastan,79,3,4
sankt eriksgatan 90,2738,2.0,6500000, 16 september 2021,16,110169,vasastan,59,2,4
tulegatan 46,4994,3.0,11900000, 16 september 2021,1,95200,vasastan,125,5,
västmannagatan 50,5182,3.0,7400000, 16 september 2021,-1,85057,vasastan,87,3,
norrbackagatan 31,3521,3.0,6000000, 16 september 2021,21,90909,vasastan,66,2,2
sveavägen 134,1817,3.0,3750000, 15 september 2021,15,113636,vasastan,33,2,5
norrbackagatan 70b,4134,2.0,6575000, 15 september 2021,1,77353,vasastan,85,3,
upplandsgatan 44,2449,2.0,8350000, 15 september 2021,16,121014,vasastan,69,3,3
dannemoragatan 18,1885,3.0,3700000, 15 september 2021,17,102778,vasastan,36,2,
nina einhorns gata 4,2917,3.0,4510000, 15 september 2021,±0,95957,vasastan,47,2,8
markvardsgatan 8,2401,3.0,12700000, 15 september 2021,10,133684,vasastan,95,4,
karlbergsvägen 78a,2474,2.0,6100000, 15 september 2021,11,108929,vasastan,56,2,
birger jarlsgatan 109 b,3389,2.0,7200000, 15 september 2021,1,96000,vasastan,75,3,1
nina einhorns gata 10,3318,3.0,5000000, 15 september 2021,±0,92593,vasastan,54,2,
vikingagatan 41,2499,2.0,4950000, 15 september 2021,13,101020,vasastan,49,2,3
roslagsgatan 47,2274,2.0,4550000, 15 september 2021,6,101111,vasastan,45,2,1
norrtullsgatan 63,2800,3.0,5920000, 15 september 2021,10,105714,vasastan,56,2,5
kungstensgatan 60,3769,1.0,12550000, 15 september 2021,15,120673,vasastan,104,4,3
nina einhorns gata 5,4420,3.0,9900000, 14 september 2021,±0,108791,vasastan,91,4,
norrtullsgatan 36,2310,3.0,5040000, 14 september 2021,±0,120000,vasastan,42,1,
karlbergsvägen 68,3297,2.0,8700000, 14 september 2021,9,108750,vasastan,80,3,2
frejgatan 45,2324,3.0,5250000, 14 september 2021,17,116667,vasastan,45,2,1
ingemarsgatan 6,1247,2.0,5300000, 14 september 2021,15,100000,vasastan,53,2,3
norrtullsgatan 17,5594,3.0,12300000, 14 september 2021,7,107895,vasastan,114,4,5
tre liljor 6,1060,2.0,2950000, 14 september 2021,11,128261,vasastan,23,1,
