adress,fee,features,sale_price,sold_date,value_dev,ppsqm,district,size,rooms,floor
västra vägen 15,3256,2.0,4200000, 14 september 2021,14,53846,solna,78,3,
parkvägen 12,1431,2.0,3250000, 14 september 2021,21,77381,solna,42,1,
hannebergsgatan 28,3146,3.0,3050000, 14 september 2021,13,69318,solna,44,2,2
armégatan 36 f,4310,3.0,4700000, 14 september 2021,-2,61039,solna,77,3,
jonstorpsvägen 4,4180,3.0,4150000, 14 september 2021,15,51235,solna,81,3,4
fridensborgsvägen 150,3747,3.0,4200000, 14 september 2021,3,58333,solna,72,3,
näckrosvägen 24,3921,3.0,5000000, 14 september 2021,14,71429,solna,70,3,2
honnörsgatan 24,4821,3.0,3960000, 14 september 2021,7,52800,solna,75,3,
viktor sjöströms väg 11,2388,3.0,1650000, 14 september 2021,±0,63462,solna,26,1,
arvid tydéns allé 4,2058,3.0,3000000, 13 september 2021,20,78947,solna,38,2,
plogvägen 7,1339,,2550000, 13 september 2021,,87931,solna,29,1,
jungfrudansen 13,4456,3.0,3650000, 13 september 2021,11,45062,solna,81,3,
fridensborgsvägen 24,3905,3.0,4550000, 13 september 2021,11,60667,solna,75,3,
fridensborgsvägen 157,2445,3.0,2570000, 13 september 2021,12,62683,solna,41,2,
gustav iii:s boulevard 109,5143,3.0,6250000, 13 september 2021,7,66489,solna,94,4,5
evenemangsgatan 30,2605,3.0,3225000, 13 september 2021,11,75000,solna,43,2,18
gustafsvägen 10,3496,3.0,4500000, 13 september 2021,1,55556,solna,81,4,
brotorpsvägen 2,4421,3.0,5250000, 13 september 2021,9,59659,solna,88,4,
råsundavägen 133b,1353,3.0,2450000, 13 september 2021,±0,94231,solna,26,1,5
armégatan 9b,3358,3.0,3750000, 13 september 2021,14,60484,solna,62,2,3
olof af acrels väg 3,1906,3.0,2225000, 13 september 2021,-3,89000,solna,25,1,3
råsundavägen 172,2233,3.0,2900000, 13 september 2021,12,72500,solna,40,2,
storgatan 76c vån 9 av 9!,3234,3.0,3100000, 13 september 2021,15,68889,solna,45,2,
kolonnvägen 68,4091,2.0,4650000, 13 september 2021,±0,65493,solna,71,3,4
lövgatan 64,1772,2.0,3100000, 13 september 2021,17,73810,solna,42,2,
sagagatan 11,4027,3.0,4700000, 12 september 2021,7,71212,solna,66,3,
bygatan 19,2990,3.0,2920000, 12 september 2021,17,49492,solna,59,2,
mittfältsgatan 5,4268,3.0,4150000, 10 september 2021,±0,61940,solna,67,2,4
solnavägen 37,4041,3.0,4150000, 10 september 2021,±0,66935,solna,62,2,7
vintervägen 24,4193,3.0,4800000, 10 september 2021,7,68571,solna,70,3,
anders lundströms gata 16,3224,3.0,3350000, 10 september 2021,16,57759,solna,58,2,
fridensborgsvägen 150,4295,3.0,5300000, 10 september 2021,15,62353,solna,85,4,
bangatan 1b,2017,,2660000, 10 september 2021,±0,70000,solna,38,2,
mittfältsgatan 3,4999,3.0,5300000, 10 september 2021,2,65432,solna,81,3,5
framnäsbacken 9,1573,2.0,2650000, 9 september 2021,21,58889,solna,45,1,
storgatan 76c,5688,3.0,5750000, 9 september 2021,±0,56931,solna,101,4,
hagalundsgatan 12,2650,2.0,2180000, 9 september 2021,29,43600,solna,50,1,
storgatan 72a,3761,3.0,3665000, 9 september 2021,15,59113,solna,62,2,
regementsgatan 33,3286,,3200000, 9 september 2021,7,48485,solna,66,2,
virebergsvägen 3,2189,,2660000, 9 september 2021,33,63333,solna,42,2,
jungfrudansen 8,4316,3.0,4780000, 9 september 2021,20,54943,solna,87,3,6
förrådsgatan 2,3303,3.0,3400000, 9 september 2021,14,73913,solna,46,2,
solnavägen 43,6105,3.0,6300000, 9 september 2021,±0,61765,solna,102,4,2
klippgatan 12c,3797,3.0,5295000, 9 september 2021,±0,54588,solna,97,4,7
evenemangsgatan 8,5193,3.0,7650000, 8 september 2021,5,61200,solna,125,4,
uppfartsvägen 9,3309,2.0,4750000, 8 september 2021,,67857,solna,70,3,2
dammtorps allé 17,3128,3.0,3100000, 8 september 2021,15,56364,solna,55,2,
gustav iii:s boulevard 7,2473,3.0,2880000, 8 september 2021,18,70244,solna,41,1,
gustav iii:s boulevard 93,4267,3.0,4050000, 8 september 2021,11,55479,solna,73,2,4
viktor sjöströms väg 4,3226,,4450000, 8 september 2021,±0,79464,solna,56,2,
armégatan 36f,4310,3.0,5200000, 8 september 2021,16,67532,solna,77,3,8
fridensborgsvägen 21,3399,3.0,3550000, 8 september 2021,8,55469,solna,64,2,
solgatan 36,3725,3.0,5150000, 8 september 2021,17,73571,solna,70,3,5
hagavägen 18,2523,3.0,3250000, 8 september 2021,12,63725,solna,51,2,3
evenemangsgatan 34,2723,3.0,3300000, 8 september 2021,10,76744,solna,43,2,
näckrosvägen 24,3782,3.0,5180000, 8 september 2021,23,74000,solna,70,3,3
tottvägen 5b,3102,1.0,4360000, 8 september 2021,25,65075,solna,67,2,3
klippgatan 8a,1747,2.0,2720000, 8 september 2021,19,59130,solna,46,2,
skytteholmsvägen 5a,3287,3.0,3250000, 8 september 2021,9,54167,solna,60,2,5
framnäsbacken 3,4486,3.0,4360000, 8 september 2021,9,45417,solna,96,3,
evenemangsgatan 6 - såld off-market,2867,,4050000, 7 september 2021,±0,58696,solna,69,2,
evenemangsgatan 6,6481,2.0,8700000, 7 september 2021,,55769,solna,156,5,
parkvägen 15,2456,3.0,3450000, 7 september 2021,19,71875,solna,48,2,3
viktor sjöströms väg 6,3226,3.0,4525000, 7 september 2021,31,80804,solna,56,2,
östervägen 9b,4144,3.0,4750000, 7 september 2021,22,81897,solna,58,2,
solnavägen 37,6105,3.0,6550000, 7 september 2021,±0,64216,solna,102,4,4
greta garbos väg 21b,4782,3.0,3950000, 7 september 2021,4,57246,solna,69,2,
bangatan 19,3943,3.0,4510000, 7 september 2021,19,55000,solna,82,3,3
centrumslingan 47,3988,3.0,5100000, 6 september 2021,±0,65385,solna,78,3,4
skytteholmsvägen 41,3516,3.0,3300000, 6 september 2021,18,55000,solna,60,2,
råsundavägen 167,2904,,2850000, 6 september 2021,10,71250,solna,40,2,
blomgatan 16,2949,3.0,5000000, 6 september 2021,16,67568,solna,74,3,
centralvägen 1,4644,,5400000, 6 september 2021,20,55670,solna,97,4,
östervägen 16a,2848,3.0,3700000, 5 september 2021,16,57813,solna,64,2,
råstavägen 2a,2806,,5800000, 5 september 2021,12,78378,solna,74,2,2
tecknarvägen 5,3558,2.0,3660000, 4 september 2021,8,53043,solna,69,3,
nordstjärnegatan 2,1864,3.0,2900000, 4 september 2021,±0,65909,solna,44,1,
råsundavägen 134,1946,3.0,2250000, 3 september 2021,25,90000,solna,25,1,2
tottvägen 4b,2558,,3700000, 3 september 2021,16,69811,solna,53,2,
meanderslingan 36,2595,3.0,2840000, 3 september 2021,24,66047,solna,43,2,4
honnörsgatan 23,4681,3.0,7300000, 3 september 2021,11,68868,solna,106,5,
storgatan 29b,3340,1.0,2800000, 3 september 2021,12,48276,solna,58,2,2
ripstigen 6,3240,3.0,4220000, 3 september 2021,17,70333,solna,60,2,
ripstigen 3,3275,3.0,3880000, 3 september 2021,5,52432,solna,74,3,
rådjursstigen 30,2259,3.0,3650000, 3 september 2021,6,53676,solna,68,3,
lundagatan 3b,2963,1.0,3150000, 3 september 2021,21,54310,solna,58,2,
evenemangsgatan 30,2727,3.0,3195000, 3 september 2021,±0,71000,solna,45,2,
huvudstagatan 1b,3299,3.0,5000000, 2 september 2021,11,89286,solna,56,2,
råsundavägen 134,2325,3.0,2500000, 2 september 2021,±0,89286,solna,28,1,3
näckrosvägen 7,1957,3.0,2750000, 2 september 2021,20,91667,solna,30,1,
ripstigen 1,2107,3.0,3150000, 2 september 2021,17,73256,solna,43,1,
banmästargatan 4,2629,3.0,3230000, 2 september 2021,24,65918,solna,49,2,
solnavägen 96b,7016,3.0,11600000, 2 september 2021,6,84672,solna,137,5,8
åkersvägen 8,2524,2.0,2650000, 2 september 2021,13,60227,solna,44,2,
fridensborgsvägen 117,3793,3.0,4100000, 2 september 2021,5,59420,solna,69,3,
s:t ansgars väg 10b,1847,2.0,2295000, 2 september 2021,±0,85000,solna,27,1,1
parkvägen 21,3371,2.0,5120000, 2 september 2021,11,67368,solna,76,4,1
klippgatan 16c,3855,3.0,4050000, 2 september 2021,7,54000,solna,75,3,
lundagatan 4a,4291,1.0,5050000, 2 september 2021,5,55495,solna,91,4,
sylvangatan 5,1676,3.0,2250000, 1 september 2021,3,93750,solna,24,1,2
fridensborgsvägen 159,2445,3.0,2650000, 1 september 2021,±0,64634,solna,41,2,
fridensborgsvägen 62,2691,2.0,3925000, 1 september 2021,±0,65417,solna,60,3,
evenemangsgatan 34,3610,3.0,3430000, 1 september 2021,11,60175,solna,57,2,
jungfrudansen 13,2099,2.0,2225000, 1 september 2021,20,61806,solna,36,1,
lostigen 12,4474,1.0,4160000, 1 september 2021,19,55467,solna,75,3,
sylvangatan 5,1676,3.0,2250000, 1 september 2021,±0,93750,solna,24,1,3
huvudstagatan 3d,2782,3.0,3225000, 1 september 2021,29,73295,solna,44,2,
algatan 13,2575,3.0,3010000, 1 september 2021,21,73415,solna,41,2,
evenemangsgatan 40,3570,3.0,3530000, 1 september 2021,18,63036,solna,56,3,4
algatan 13,3919,3.0,3620000, 1 september 2021,21,55692,solna,65,2,
regementsgatan 56,2697,3.0,3110000, 1 september 2021,25,55536,solna,56,2,7
fridensborgsvägen 145,3943,3.0,4000000, 1 september 2021,16,57971,solna,69,3,
johan enbergs väg 22,3450,3.0,4350000, 31 augusti 2021,15,64925,solna,67,3,5
järnvägsgatan 2e,1062,,1700000, 31 augusti 2021,±0,85000,solna,20,1,
garvis carlssons gata 6,2037,3.0,5200000, 31 augusti 2021,±0,77612,solna,67,2,
garvis carlssons gata 6,3315,3.0,8300000, 31 augusti 2021,±0,76147,solna,109,4,
solnavägen 37,6105,3.0,6650000, 31 augusti 2021,2,65196,solna,102,4,5
signalistgatan 14,3396,3.0,3300000, 31 augusti 2021,22,57895,solna,57,2,
klippgatan 8a,2233,3.0,3375000, 31 augusti 2021,35,56250,solna,60,2,
polhemsgatan 3,1885,3.0,2500000, 31 augusti 2021,4,59524,solna,42,2,
ängkärrsgatan 17,5048,3.0,5400000, 31 augusti 2021,15,62791,solna,86,3,7
huvudstagatan 3b,3978,3.0,4650000, 31 augusti 2021,26,64583,solna,72,3,5
stenhuggarvägen 2,2445,,2700000, 31 augusti 2021,8,62791,solna,43,1,
vasavägen 6,4263,3.0,4050000, 30 augusti 2021,7,57042,solna,71,3,3
stråkvägen 18 plan 2+3,4676,1.0,8500000, 30 augusti 2021,,75221,solna,113,4,
järva skjutbaneväg 60,3762,3.0,5400000, 29 augusti 2021,10,62069,solna,87,4,3
centralvägen 15,910,2.0,2070000, 29 augusti 2021,-1,108947,solna,19,1,5
cronhielms allé 33,3808,3.0,4100000, 29 augusti 2021,12,64063,solna,64,3,
centralvägen 7,3112,3.0,4080000, 28 augusti 2021,17,62769,solna,65,3,4
sylvangatan 5,1676,3.0,2200000, 27 augusti 2021,10,91667,solna,24,1,2
kyrkbacken 4,6745,3.0,4600000, 27 augusti 2021,15,46465,solna,99,4,
infanterigatan 23,1118,2.0,1550000, 27 augusti 2021,42,91176,solna,17,1,
vasavägen 29,2722,1.0,4020000, 27 augusti 2021,28,67000,solna,60,2,
släggbacken 2,4839,3.0,4000000, 27 augusti 2021,8,43956,solna,91,3,2
göran perssons väg 29,2766,2.0,2420000, 27 augusti 2021,21,55000,solna,44,1,
evenemangsgatan 30,2605,3.0,3260000, 27 augusti 2021,±0,75814,solna,43,2,
olof af acrels väg 5,2003,3.0,2350000, 27 augusti 2021,18,90385,solna,26,1,4
mittfältsgatan 3,4404,2.0,4200000, 27 augusti 2021,1,60000,solna,70,2,2
gustav iii:s boulevard 61,4111,3.0,5260000, 27 augusti 2021,11,58444,solna,90,3,
fogdevreten 8,2150,2.0,2500000, 27 augusti 2021,25,73529,solna,34,1,
backvägen 10,3488,3.0,4150000, 27 augusti 2021,-1,54605,solna,76,3,
bangatan 1b,3881,1.0,3400000, 26 augusti 2021,±0,47887,solna,71,3,2
kolonnvägen 70,5349,3.0,5700000, 26 augusti 2021,±0,59375,solna,96,4,
johan enbergs väg 15,2847,3.0,4725000, 26 augusti 2021,18,70522,solna,67,2,8
evenemangsgatan 34,2723,2.0,3250000, 26 augusti 2021,12,75581,solna,43,2,
anders lundströms gata 13,3896,3.0,4100000, 26 augusti 2021,14,56944,solna,72,2,
ankdammsgatan 33,5077,3.0,4430000, 26 augusti 2021,11,46632,solna,95,4,2
stråkvägen 20,3335,3.0,5775000, 25 augusti 2021,5,75987,solna,76,3,
jungfrudansen 36,4396,3.0,4100000, 25 augusti 2021,8,52564,solna,78,3,3
hasselstigen 5,1533,3.0,2100000, 25 augusti 2021,17,84000,solna,25,1,
klövervägen 3,1611,,1860000, 25 augusti 2021,24,77500,solna,24,1,
huvudstagatan 29,1137,2.0,1820000, 25 augusti 2021,14,91000,solna,20,1,7
hagavägen 18,2804,3.0,3350000, 25 augusti 2021,12,56780,solna,59,2,
parkvägen 15,2046,3.0,2775000, 25 augusti 2021,16,69375,solna,40,1,1
drottning kristinas esplanad 65,3105,3.0,3360000, 25 augusti 2021,9,62222,solna,54,2,
bygatan 5,2961,3.0,3200000, 25 augusti 2021,19,54237,solna,59,2,
jungfrudansen 11,4456,3.0,4200000, 25 augusti 2021,11,51852,solna,81,3,1
nyckelvägen 4,2271,2.0,2350000, 24 augusti 2021,18,75806,solna,31,1,
framnäsbacken 9,1888,3.0,3350000, 24 augusti 2021,14,62037,solna,54,2,
virebergsvägen 14,3338,3.0,3400000, 24 augusti 2021,26,66667,solna,51,2,
hagalundsgatan 20,3127,3.0,2850000, 24 augusti 2021,27,48305,solna,59,2,9
råsundavägen 162,4367,3.0,4800000, 24 augusti 2021,20,68571,solna,70,3,
dammtorps allé 2,4056,2.0,4900000, 23 augusti 2021,23,62821,solna,78,3,
postgränd 2,2714,,5300000, 23 augusti 2021,11,85484,solna,62,3,
framnäsbacken 1,3327,3.0,3300000, 23 augusti 2021,16,50000,solna,66,2,
evenemangsgatan 18,2939,3.0,5400000, 23 augusti 2021,15,73973,solna,73,3,
solnavägen 37,4314,2.0,4200000, 23 augusti 2021,±0,61765,solna,68,2,2
jungfrudansen 18,1870,3.0,2450000, 23 augusti 2021,12,59756,solna,41,1,
göran perssons väg 3,5064,3.0,4000000, 23 augusti 2021,3,48193,solna,83,3,4
polhemsgatan 2,2866,1.0,3500000, 22 augusti 2021,6,55556,solna,63,3,3
mäster simons väg 9a,3896,1.0,3250000, 21 augusti 2021,9,45775,solna,71,3,3
ripstigen 8,3240,3.0,4050000, 21 augusti 2021,16,67500,solna,60,2,
johan enbergs väg 5,3689,3.0,5050000, 20 augusti 2021,1,64744,solna,78,3,
ankdammsgatan 31,4742,2.0,3850000, 20 augusti 2021,7,46951,solna,82,3,
virebergsvägen 3,1497,3.0,2600000, 20 augusti 2021,11,81250,solna,32,1,
anders lundströms gata 22,4614,3.0,4900000, 20 augusti 2021,5,59036,solna,83,3,
ankdammsgatan 25,2847,3.0,3100000, 20 augusti 2021,4,50820,solna,61,2,
mittfältsgatan 9,4223,3.0,4150000, 20 augusti 2021,±0,62879,solna,66,2,3
mittfältsgatan 3,2815,2.0,3350000, 20 augusti 2021,±0,81707,solna,41,2,4
råsundavägen 134,2068,3.0,2360000, 20 augusti 2021,31,98333,solna,24,1,3
wiboms väg 8,5356,3.0,4400000, 20 augusti 2021,10,42718,solna,103,4,2
centrumslingan 51,3988,3.0,5010000, 20 augusti 2021,17,64231,solna,78,3,
hagalundsgatan 24,4717,3.0,4200000, 19 augusti 2021,14,47191,solna,89,4,7
sylvangatan 9,1676,3.0,2200000, 19 augusti 2021,10,91667,solna,24,1,3
dammtorps allé 8,5224,3.0,6250000, 19 augusti 2021,4,61275,solna,102,4,
fridensborgsvägen 139,3059,3.0,2700000, 19 augusti 2021,8,60000,solna,45,1,
fridensborgsvägen 113,5245,3.0,6425000, 19 augusti 2021,±0,60613,solna,106,4,1
fridensborgsvägen 141,2912,3.0,2850000, 19 augusti 2021,21,66279,solna,43,2,
gustav iii:s boulevard 147,4997,3.0,4950000, 19 augusti 2021,9,58235,solna,85,3,
solnavägen 37,4314,3.0,4230000, 19 augusti 2021,4,62206,solna,68,2,3
solnavägen 108,4244,3.0,5000000, 19 augusti 2021,11,76923,solna,65,3,
fridensborgsvägen 135,4416,,5250000, 19 augusti 2021,±0,69079,solna,76,3,
tottvägen 5a,2620,,3000000, 18 augusti 2021,7,68182,solna,44,2,
fridensborgsvägen 135,5886,2.0,6610000, 18 augusti 2021,±0,60091,solna,110,5,2
östervägen 16a,2340,3.0,3115000, 18 augusti 2021,9,64896,solna,48,2,
olof af acrels väg 5,2006,2.0,2500000, 18 augusti 2021,14,89286,solna,28,1,
östervägen 16b,3206,3.0,3725000, 18 augusti 2021,13,62083,solna,60,3,
paradgatan 51,4463,3.0,4330000, 18 augusti 2021,14,57733,solna,75,3,
råsundavägen 134,2068,3.0,2125000, 18 augusti 2021,21,88542,solna,24,1,4
signe tillischgatan 7,2712,3.0,3170000, 18 augusti 2021,9,68913,solna,46,2,
fridensborgsvägen 142,4702,3.0,5700000, 18 augusti 2021,11,60000,solna,95,4,
solnavägen 41,5924,3.0,6670000, 18 augusti 2021,3,68061,solna,98,4,3
olof af acrels väg 3,2123,2.0,2250000, 18 augusti 2021,±0,86538,solna,26,1,
näckrosvägen 31,4226,3.0,5310000, 18 augusti 2021,27,70800,solna,75,3,
fridensborgsvägen 119,2658,3.0,2760000, 17 augusti 2021,±0,67317,solna,41,2,2
huvudsta strand 21b,5284,3.0,12000000, 17 augusti 2021,17,110092,solna,109,4,
uppfartsvägen 5,3052,3.0,3560000, 17 augusti 2021,27,79111,solna,45,2,
evenemangsgatan 18,2939,3.0,5200000, 16 augusti 2021,±0,71233,solna,73,3,14
rosenborgsgatan 9,4283,3.0,5300000, 16 augusti 2021,14,63855,solna,83,4,4
sylvangatan 9,1676,3.0,2195000, 16 augusti 2021,±0,91458,solna,24,1,2
järva skjutbaneväg 33,2197,3.0,2080000, 16 augusti 2021,-1,69333,solna,30,1,
klippgatan 8a,2233,3.0,3650000, 16 augusti 2021,22,60833,solna,60,2,6
kruthusbacken 82b - högst upp!,2800,1.0,2700000, 15 augusti 2021,13,67500,solna,40,2,
lostigen 22,3793,1.0,3400000, 14 augusti 2021,14,53968,solna,63,2,
fogdevreten 8,2150,2.0,2420000, 14 augusti 2021,21,71176,solna,34,1,
hannebergsgatan 28,2618,3.0,2525000, 13 augusti 2021,21,74265,solna,34,1,
olof af acrels väg 3,1977,2.0,2200000, 13 augusti 2021,±0,91667,solna,24,1,
solnavägen 98b,5317,3.0,6400000, 13 augusti 2021,7,68817,solna,93,4,4
släggbacken 8,3980,3.0,3800000, 13 augusti 2021,9,52055,solna,73,3,
förrådsgatan 6,2211,2.0,4600000, 13 augusti 2021,15,74194,solna,62,2,5
råsundavägen 28,3158,1.0,3350000, 13 augusti 2021,22,57759,solna,58,2,
storgatan 70b,2820,3.0,2450000, 13 augusti 2021,23,62821,solna,39,1,
erik sandbergs gata 8,2602,3.0,2800000, 13 augusti 2021,17,70000,solna,40,1,
ankdammsgatan 40,4163,3.0,4250000, 13 augusti 2021,12,54487,solna,78,3,
ankdammsgatan 29,3707,3.0,3075000, 13 augusti 2021,18,50410,solna,61,2,2
råsundavägen 64,4582,3.0,5435000, 13 augusti 2021,11,61761,solna,88,3,
galoppvägen 14,2499,3.0,2600000, 12 augusti 2021,-4,74286,solna,35,2,
rosstigen 7,1868,3.0,2300000, 12 augusti 2021,31,92000,solna,25,1,
armégatan 11b,3250,3.0,3900000, 12 augusti 2021,15,65000,solna,60,2,
skytteholmsvägen 5a,4710,3.0,4385000, 12 augusti 2021,16,50988,solna,86,3,3
nämndemansgatan 27,4288,3.0,5275000, 12 augusti 2021,13,64329,solna,82,3,
arvid tydéns allé 2,3358,3.0,3820820, 12 augusti 2021,20,61626,solna,62,2,2
mauritz stillers väg 16,6360,3.0,9790000, 12 augusti 2021,22,90648,solna,108,5,
evenemangsgatan 40,3379,3.0,3450000, 12 augusti 2021,15,65094,solna,53,2,3
rosstigen 9,2402,3.0,2800000, 12 augusti 2021,28,77778,solna,36,2,
näckrosvägen 7,1957,3.0,2625000, 12 augusti 2021,20,87500,solna,30,1,
råsundavägen 169a,1772,,2750000, 11 augusti 2021,10,63953,solna,43,1,
järva skjutbaneväg 33,3509,3.0,3500000, 11 augusti 2021,10,55556,solna,63,2,
vasavägen 24,1705,,3000000, 11 augusti 2021,31,81081,solna,37,2,
evenemangsgatan 12,3153,2.0,3750000, 11 augusti 2021,10,54348,solna,69,2,2
solgatan 14,2975,3.0,3750000, 11 augusti 2021,15,64655,solna,58,2,
trappgränd 4,1250,,2400000, 11 augusti 2021,34,96000,solna,25,1,
algatan 13,2016,3.0,2620000, 11 augusti 2021,19,84516,solna,31,1,
olof af acrels väg 3,1906,2.0,2300000, 10 augusti 2021,15,92000,solna,25,1,5
evenemangsgatan 30,2605,3.0,3230000, 10 augusti 2021,12,75116,solna,43,2,14
signe tillischgatan 9,3301,3.0,3510000, 10 augusti 2021,17,62679,solna,56,2,
kyrkbacken 27,3146,3.0,2475000, 10 augusti 2021,24,53804,solna,46,2,
jungfrudansen 3,1337,2.0,2000000, 10 augusti 2021,6,90909,solna,22,1,
wiboms väg 11,2630,2.0,2860000, 9 augusti 2021,10,60851,solna,47,2,
evenemangsgatan 40,2805,3.0,3140000, 9 augusti 2021,±0,71364,solna,44,2,
huvudstagatan 3d,3900,3.0,4000000, 9 augusti 2021,27,57143,solna,70,2,
dammtorps allé 17,2731,3.0,2610000, 8 augusti 2021,9,56739,solna,46,2,
södra långgatan 35a,2585,,3150000, 8 augusti 2021,17,64286,solna,49,2,
järva skjutbaneväg 33,3729,3.0,3100000, 7 augusti 2021,11,49206,solna,63,2,
drottning kristinas esplanad 63,2128,2.0,2720000, 6 augusti 2021,19,73514,solna,37,2,5
järnvägsgatan 2c,1327,4.0,2000000, 6 augusti 2021,±0,80000,solna,25,1,
slottsvägen 9,3425,3.0,4200000, 5 augusti 2021,±0,60000,solna,70,3,2
kapellgatan 6,2743,1.0,2900000, 4 augusti 2021,±0,55769,solna,52,2,
hagalundsgatan 14,3127,3.0,2700000, 4 augusti 2021,29,45763,solna,59,2,9
råsundavägen 167,2904,,2975000, 4 augusti 2021,15,74375,solna,40,1,
cronhielms allé 33,5653,3.0,5700000, 3 augusti 2021,±0,60000,solna,95,5,2
fridensborgsvägen 131,3834,3.0,3600000, 3 augusti 2021,9,57143,solna,63,2,
näckrosvägen 41,3504,3.0,4250000, 30 juli 2021,6,68548,solna,62,3,
gustafsvägen 4,2023,,2830000, 30 juli 2021,18,74474,solna,38,2,1
jungfrudansen 7,3604,3.0,3250000, 30 juli 2021,16,50781,solna,64,2,
armégatan 36f,2735,3.0,2930000, 30 juli 2021,22,79189,solna,37,2,
carl thunbergs väg 5,3275,,3800000, 30 juli 2021,12,53521,solna,71,3,
olof af acrels väg 3,1979,2.0,2300000, 30 juli 2021,15,88462,solna,26,1,
gustav iii:s boulevard 129,5035,3.0,4950000, 30 juli 2021,13,57558,solna,86,3,1
kolonnvägen 68,3152,3.0,3350000, 29 juli 2021,±0,68367,solna,49,2,4
vintervägen 17,1680,2.0,2200000, 29 juli 2021,16,81481,solna,27,1,
järva skjutbaneväg 45,2673,3.0,2705000, 29 juli 2021,8,62907,solna,43,2,
klippgatan 2,1143,,2300000, 28 juli 2021,15,79310,solna,29,1,
bangatan 5c,1646,4.0,2325000, 28 juli 2021,±0,75000,solna,31,1,
uppfartsvägen 5,3079,3.0,3425000, 28 juli 2021,23,76111,solna,45,2,
östervägen 11,2918,1.0,4300000, 28 juli 2021,10,78182,solna,55,2,
evenemangsgatan 34,2787,3.0,3295000, 28 juli 2021,±0,74886,solna,44,2,
jungfrudansen 1,2372,3.0,2725000, 27 juli 2021,24,66463,solna,41,1,3
ripstigen 2,1458,2.0,2400000, 27 juli 2021,20,88889,solna,27,1,
sylvangatan 5,1676,3.0,2195000, 27 juli 2021,±0,87800,solna,25,1,2
trubadurvägen 1,2834,3.0,3300000, 27 juli 2021,18,67347,solna,49,2,
johan enbergs väg 22,2350,2.0,2450000, 27 juli 2021,,54444,solna,45,1,2
hannebergsgatan 16,3660,2.0,3800000, 26 juli 2021,12,52778,solna,72,3,
blomgatan 20,2118,3.0,3050000, 26 juli 2021,13,70930,solna,43,2,
epistelvägen 1b,1950,3.0,2970000, 25 juli 2021,-1,82500,solna,36,2,3
evenemangsgatan 40,4399,3.0,4950000, 24 juli 2021,±0,71739,solna,69,3,
jungfrudansen 7,4456,3.0,4350000, 24 juli 2021,15,53704,solna,81,4,2
fridensborgsvägen 26,3558,3.0,4100000, 23 juli 2021,19,63077,solna,65,3,
armégatan 11a,4225,2.0,5300000, 23 juli 2021,18,67949,solna,78,3,
evenemangsgatan 40,4399,3.0,5175000, 23 juli 2021,±0,75000,solna,69,3,
näckrosvägen 34,2907,3.0,3480000, 23 juli 2021,16,65660,solna,53,2,
hagavägen 18,3425,1.0,4500000, 22 juli 2021,13,64286,solna,70,3,
hannebergsgatan 32,3041,3.0,3230000, 22 juli 2021,29,64600,solna,50,2,1
klövervägen 3,2516,1.0,2640000, 21 juli 2021,20,75429,solna,35,2,2
plogvägen 2,1620,,2650000, 21 juli 2021,33,77941,solna,34,1,
erik sandbergs gata 6,2804,3.0,4300000, 21 juli 2021,27,81132,solna,53,2,
jungfrudansen 9,4456,3.0,3400000, 21 juli 2021,3,41975,solna,81,3,1
evenemangsgatan 40,4399,3.0,4550000, 19 juli 2021,14,65942,solna,69,3,
blomgatan 20,2956,3.0,5100000, 19 juli 2021,16,68919,solna,74,3,
armégatan 11a,2058,3.0,3100000, 19 juli 2021,29,81579,solna,38,2,
våtmarksvägen 62,2996,3.0,2900000, 19 juli 2021,8,55769,solna,52,2,1
lövgatan 55,2457,2.0,3000000, 19 juli 2021,20,68182,solna,44,2,1
skytteholmsvägen 41,4866,3.0,5650000, 19 juli 2021,8,62778,solna,90,4,
näckrosvägen 5,3365,3.0,4150000, 18 juli 2021,19,68033,solna,61,3,
storgatan 76b,3665,3.0,3220000, 15 juli 2021,17,59630,solna,54,2,
evenemangsgatan 30,2605,3.0,3195000, 15 juli 2021,±0,74302,solna,43,2,
gustav iii:s boulevard 78,5132,3.0,6400000, 15 juli 2021,±0,62136,solna,103,5,
dammtorps allé 14,2746,3.0,2850000, 14 juli 2021,10,59375,solna,48,2,
järnvägsgatan 2d,1062,,1700000, 13 juli 2021,±0,85000,solna,20,1,
drottning kristinas esplanad 63,3105,3.0,3275000, 13 juli 2021,-1,60648,solna,54,2,
hannebergsgatan 30,3041,3.0,2900000, 13 juli 2021,-3,58000,solna,50,2,
fridensborgsvägen 145 bv,4346,3.0,4500000, 10 juli 2021,-6,56250,solna,80,3,
ripstigen 4,3240,3.0,3500000, 10 juli 2021,±0,58333,solna,60,2,
enköpingsvägen 9c,6369,,5525000, 9 juli 2021,11,48043,solna,115,3,
fridensborgsvägen 115,5075,3.0,6375000, 9 juli 2021,±0,65722,solna,97,4,
blomgatan 18,1936,3.0,3000000, 9 juli 2021,16,69767,solna,43,2,
jonstorpsvägen 6,4181,3.0,4300000, 9 juli 2021,23,53086,solna,81,3,3
carl thunbergs väg 1,4046,1.0,4300000, 9 juli 2021,8,53086,solna,81,3,
nybodagatan 7,2732,3.0,3150000, 9 juli 2021,9,55263,solna,57,2,2
råstavägen 8 b,3417,2.0,4920000, 9 juli 2021,12,80656,solna,61,2,
kolonnvägen 68,3611,3.0,3570000, 8 juli 2021,1,59500,solna,60,2,4
